resolution_id,complaint_id,agent_id,resolution_date,resolution_type,notes
27710,23859,230,1/1/2024,Fixed,Improved load time
27711,38782,204,3/25/2025,Fixed,Investigating delay
27712,27143,255,,Fixed,Refunded overcharge
27713,13346,232,1/26/2025,Fixed,Waiting for engineering team
27714,38404,280,10/24/2024,Fixed,Processed refund
27715,8136,287,2/16/2024,Fixed,Fixed sync issue
27716,19948,227,,Open,Work in progress
27717,11594,202,9/19/2024,Fixed,No resolution details provided
27718,25054,292,,Open,Optimized server
27719,36894,210,12/24/2024,Pending,Fixed export permissions
27720,29320,227,9/11/2023,Pending,
27721,38277,215,11/3/2023,Fixed,Refunded overcharge
27722,39640,282,9/13/2024,Fixed,Refunded overcharge
27723,24023,269,10/3/2023,Fixed,Optimized server
27724,37008,219,9/18/2023,Fixed,No resolution details provided
27725,26651,297,7/2/2024,Pending,Patched integration
27726,44326,256,3/8/2025,Fixed,No resolution details provided
27727,40775,290,10/15/2024,Fixed,Optimized server
27728,24704,256,,Open,Processed refund
27729,40991,212,7/22/2024,Fixed,Refunded overcharge
27730,23410,286,,Open,Work in progress
27731,1734,250,,Open,Fixed export permissions
27732,30986,282,,Open,Processed refund
27733,24582,219,2/29/2024,Fixed,Improved load time
27734,18535,272,,Open,Processed refund
27735,44414,260,7/27/2023,Fixed,Updated billing system
27736,33063,259,2/24/2025,Fixed,No resolution details provided
27737,38462,238,,Open,Work in progress
27738,15713,253,1/20/2024,Fixed,No resolution details provided
27739,22517,218,3/20/2024,Pending,Patched integration
27740,29980,214,,Open,Debugging app crash
27741,26995,292,,Open,Patched dashboard
27742,3801,249,4/11/2025,Pending,Debugging app crash
27743,31671,245,12/26/2024,Fixed,Patched integration
27744,32335,262,8/12/2023,Pending,Patched dashboard
27745,3211,247,5/9/2024,Pending,
27746,3024,210,1/5/2025,Fixed,Enabled CSV export
27747,11757,228,3/28/2024,Fixed,No resolution details provided
27748,38315,286,7/6/2024,Fixed,Optimized server
27749,19731,263,,Open,Restored notification delivery
27750,43970,205,8/3/2023,Pending,Refunded overcharge
27751,46457,276,3/27/2024,Fixed,Refunded overcharge
27752,14536,253,8/12/2023,Fixed,Fixed login issue
27753,5729,281,,Open,Investigating delay
27754,42396,235,,Open,Debugging app crash
27755,1637,228,,Open,Work in progress
27756,37954,210,3/1/2024,Fixed,Improved load time
27757,29443,273,1/21/2024,Pending,
27758,27294,208,,Open,Work in progress
27759,28271,291,5/7/2025,Pending,
27760,12605,279,10/22/2024,Fixed,Updated billing system
27761,32309,227,5/4/2025,Fixed,Improved load time
27762,2688,249,,Open,Optimized server
27763,3999,234,4/7/2024,Fixed,Patched integration
27764,21605,276,9/24/2024,Fixed,Updated billing system
27765,610,233,,Open,Fixed sync issue
27766,44730,265,8/4/2023,Fixed,Patched dashboard
27767,18014,243,9/30/2024,Fixed,Updated billing system
27768,46609,287,4/21/2024,Pending,
27769,24558,222,,Open,Waiting for engineering team
27770,28228,206,,Open,Waiting for engineering team
27771,44718,215,12/22/2024,Fixed,Restored notification delivery
27772,47222,234,7/8/2025,Pending,Waiting for engineering team
27773,35157,296,5/6/2025,Fixed,Updated app version
27774,14209,245,12/4/2023,Pending,Optimized server
27775,40558,210,,Open,Refunded overcharge
27776,4754,249,12/25/2024,Fixed,Fixed login issue
27777,21050,253,12/10/2024,Pending,
27778,5681,291,,Open,Work in progress
27779,27861,258,8/9/2024,Pending,Fixed sync issue
27780,19386,230,9/2/2023,Fixed,Patched integration
27781,31388,257,12/23/2024,Fixed,No resolution details provided
27782,8818,261,8/31/2023,Fixed,Optimized server
27783,8516,267,12/31/2024,Fixed,Processed refund
27784,8120,203,,Open,Improved load time
27785,2997,298,12/25/2023,Fixed,Optimized server
27786,40733,273,5/23/2025,Fixed,Refunded overcharge
27787,19393,227,,Open,Work in progress
27788,15800,276,,Open,Work in progress
27789,20816,209,7/22/2024,Fixed,Processed refund
27790,286,214,9/23/2023,Fixed,Optimized server
27791,45805,288,5/31/2024,Fixed,Improved load time
27792,48307,219,9/2/2024,Fixed,Updated app version
27793,32201,230,2/28/2025,Pending,Patched integration
27794,33684,245,2/14/2025,Fixed,Processed refund
27795,2917,294,,Open,Work in progress
27796,49676,238,12/31/2024,Fixed,Fixed export permissions
27797,45531,244,6/27/2024,Fixed,Updated app version
27798,47959,267,2/11/2024,Fixed,No resolution details provided
27799,30653,212,,Open,Work in progress
27800,44690,292,,Open,Fixed login issue
27801,6142,219,,Open,Work in progress
27802,49384,256,,Open,Patched integration
27803,16376,275,,Open,Updated billing system
27804,36637,276,,Open,Patched integration
27805,17305,252,11/14/2024,Fixed,No resolution details provided
27806,5517,300,12/27/2023,Pending,Debugging app crash
27807,39438,289,3/24/2024,Fixed,Patched integration
27808,24395,222,5/21/2024,Fixed,Fixed login issue
27809,17085,245,7/18/2025,Fixed,No resolution details provided
27810,7931,258,6/20/2024,Fixed,No resolution details provided
27811,35395,277,,Open,Updated app version
27812,32915,257,,Open,Fixed notification bug
27813,20631,254,6/16/2024,Fixed,Processed refund
27814,9250,249,2/15/2024,Fixed,Updated billing system
27815,36166,210,3/12/2024,Pending,Patched dashboard
27816,47124,263,,Open,Waiting for engineering team
27817,26841,288,,Open,Processed refund
27818,37669,256,,Open,Fixed login issue
27819,12587,274,12/19/2024,Pending,
27820,18788,287,,Open,Improved load time
27821,841,223,,Open,Updated app version
27822,15559,283,7/6/2025,Pending,
27823,1392,274,12/7/2024,Fixed,No resolution details provided
27824,34443,239,,Open,Fixed login issue
27825,10918,269,,Open,Restored notification delivery
27826,36531,286,6/22/2024,Fixed,No resolution details provided
27827,4178,234,8/25/2023,Fixed,No resolution details provided
27828,41447,245,4/5/2025,Fixed,No resolution details provided
27829,20679,239,,Open,Patched integration
27830,11908,215,,Fixed,Fixed sync issue
27831,11199,218,,Open,Updated billing system
27832,38372,214,,Open,Work in progress
27833,39514,283,,Open,Work in progress
27834,30560,239,3/20/2024,Fixed,No resolution details provided
27835,31628,209,,Open,Work in progress
27836,47713,256,3/14/2025,Fixed,Updated billing system
27837,44875,218,,Open,Updated billing system
27838,12454,215,10/13/2024,Fixed,No resolution details provided
27839,22276,234,,Open,Work in progress
27840,8532,243,7/8/2025,Fixed,No resolution details provided
27841,11300,277,8/18/2024,Fixed,Refunded overcharge
27842,18939,206,,Open,Improved load time
27843,50095,291,,Open,Improved load time
27844,45324,297,6/4/2024,Fixed,No resolution details provided
27845,27974,255,11/21/2024,Fixed,Debugging app crash
27846,4386,245,2/29/2024,Pending,Enabled CSV export
27847,19070,293,2/18/2025,Fixed,Processed refund
27848,28345,300,,Open,Work in progress
27849,4135,206,,Open,Work in progress
27850,42865,272,12/7/2024,Fixed,Updated billing system
27851,32165,204,,Open,Refunded overcharge
27852,29384,206,,Open,Patched integration
27853,27845,225,,Open,Waiting for engineering team
27854,45177,272,,Open,Work in progress
27855,43344,287,7/31/2024,Fixed,Improved load time
27856,38874,266,3/17/2025,Fixed,Debugging app crash
27857,39562,237,10/12/2024,Fixed,Optimized server
27858,35847,232,,Open,Waiting for engineering team
27859,16117,218,1/30/2025,Pending,Debugging app crash
27860,25983,275,7/13/2025,Pending,Restored notification delivery
27861,43059,203,10/30/2023,Pending,Processed refund
27862,46225,227,,Open,Work in progress
27863,4747,300,8/25/2023,Fixed,No resolution details provided
27864,24678,276,,Open,Work in progress
27865,15592,299,9/30/2024,Fixed,Refunded overcharge
27866,1960,280,11/7/2024,Fixed,Processed refund
27867,1716,239,,Open,Updated biling system
27868,1702,234,2/22/2024,Fixed,Updated billing system
27869,29995,249,3/29/2024,Fixed,No resolution details provided
27870,34095,280,5/24/2025,Fixed,No resolution details provided
27871,23155,269,1/7/2025,Fixed,Improved load time
27872,47298,217,2/14/2024,Fixed,No resolution details provided
27873,47485,235,10/12/2024,Fixed,Updated app version
27874,34190,258,2/19/2024,Pending,Waiting for engineering team
27875,27201,209,7/23/2023,Fixed,Improved load time
27876,20018,207,2/9/2024,Fixed,Patched dashboard
27877,29141,212,8/1/2024,Pending,Investigating delay
27878,17575,251,3/1/2025,Pending,Patched integration
27879,38991,285,3/28/2024,Fixed,Processed refund
27880,26812,253,8/19/2023,Pending,Improved load time
27881,42911,280,4/22/2024,Fixed,No resolution details provided
27882,12748,246,,Open,Patched integration
27883,16450,273,,Open,Patched dashboard
27884,25705,292,,Open,Optimized server
27885,8625,246,,Open,Optimized server
27886,44728,270,4/19/2025,Fixed,Fixed export permissions
27887,25487,268,,Open,Debugging app crash
27888,8087,291,,Open,Debugging app crash
27889,408,262,,Open,Fixed login issue
27890,5342,201,5/22/2024,Fixed,Restored notification delivery
27891,4661,234,8/4/2023,Fixed,Patched integration
27892,39092,212,11/25/2023,Pending,Enabled CSV export
27893,36085,291,,Open,Work in progress
27894,35337,277,6/25/2025,Fixed,Refunded overcharge
27895,46131,270,11/26/2024,Pending,
27896,19644,230,2/13/2024,Fixed,Restored notification delivery
27897,9469,246,,Open,Work in progress
27898,32409,233,,Open,Work in progress
27899,45520,286,3/7/2025,Pending,Processed refund
27900,11218,288,,Open,Patched dashboard
27901,23480,216,10/18/2024,Fixed,Restored notification delivery
27902,16970,230,,Open,Improved load time
27903,45190,214,1/9/2025,Fixed,Patched integration
27904,42843,278,6/9/2024,Fixed,Fixed sync issue
27905,6960,280,3/13/2024,Fixed,No resolution details provided
27906,715,232,,Open,Debugging app crash
27907,31129,251,,Open,Fixed notification bug
27908,2585,299,12/10/2023,Pending,Refunded overcharge
27909,30213,271,,Pending,Optimized server
27910,21666,202,,Open,Processed refund
27911,46460,245,,Open,Fixed login issue
27912,41650,273,6/18/2025,Fixed,Restored notification delivery
27913,2431,239,11/6/2023,Fixed,No resolution details provided
27914,31780,224,4/30/2024,Fixed,Restored notification delivery
27915,15173,265,11/7/2024,Fixed,Optimized server
27916,5287,268,12/21/2023,Pending,Debugging app crash
27917,18352,232,11/14/2023,Pending,
27918,35461,269,2/11/2025,Fixed,Processed refund
27919,9203,267,,Open,Waiting for engineering team
27920,5278,270,,Open,Refunded overcharge
27921,26023,217,1/17/2025,Fixed,Patched integration
27922,16958,292,7/20/2025,Fixed,Optimized server
27923,37332,275,2/1/2025,Pending,Restored notification delivery
27924,42793,224,,Open,Waiting for engineering team
27925,46822,298,,Open,Refunded overcharge
27926,18877,229,5/17/2024,Fixed,No resolution details provided
27927,49552,246,,Open,Work in progress
27928,8493,289,7/19/2025,Fixed,No resolution details provided
27929,27297,227,9/10/2024,Fixed,Fixed sync issue
27930,9787,273,,Open,Updated billing system
27931,10948,220,5/14/2024,Fixed,Updated billing system
27932,1048,245,7/4/2025,Fixed,No resolution details provided
27933,20256,251,8/9/2023,Fixed,Waiting for engineering team
27934,35822,252,,Open,Patched integration
27935,31687,241,10/13/2023,Fixed,No resolution details provided
27936,13742,235,2/19/2024,Fixed,Updated app version
27937,1412,242,6/21/2024,Pending,Optimized server
27938,19940,283,4/29/2024,Fixed,Patched integration
27939,6032,267,1/10/2024,Fixed,Refunded overcharge
27940,33889,261,9/24/2023,Fixed,Investigating delay
27941,35443,254,,Open,Work in progress
27942,28762,291,,Open,Waiting for engineering team
27943,2574,201,6/22/2024,Fixed,No resolution details provided
27944,26370,214,10/23/2024,Fixed,No resolution details provided
27945,44268,271,7/20/2023,Fixed,Refunded overcharge
27946,44109,297,11/30/2023,Pending,Restored notification delivery
27947,46663,237,1/27/2025,Fixed,Debugging app crash
27948,10878,286,3/24/2024,Pending,Refunded overcharge
27949,42453,284,,Open,Updated billing system
27950,35432,208,4/1/2025,Fixed,No resolution details provided
27951,16702,216,8/15/2024,Fixed,No resolution details provided
27952,14365,218,10/17/2024,Fixed,No resolution details provided
27953,29152,208,,Open,Work in progress
27954,23182,244,10/14/2023,Fixed,Fixed login issue
27955,45685,214,,Fixed,No resolution details provided
27956,4374,237,3/23/2024,Fixed,Enabled CSV export
27957,48628,253,,Open,Work in progress
27958,8561,274,4/8/2025,Fixed,Patched integration
27959,41912,208,1/23/2024,Fixed,No resolution details provided
27960,15387,232,8/28/2024,Pending,Fixed login issue
27961,43814,292,,Open,Work in progress
27962,23981,257,2/28/2025,Fixed,Waiting for engineering team
27963,33439,298,7/2/2025,Fixed,Investigating delay
27964,23762,257,9/27/2024,Fixed,No resolution details provided
27965,40721,229,10/20/2023,Pending,Processed refund
27966,6144,258,2/8/2024,Fixed,Patched integration
27967,31858,259,9/13/2024,Fixed,Patched integration
27968,1911,242,2/6/2025,Fixed,Fixed sync issue
27969,14779,275,12/1/2024,Fixed,Patched integration
27970,40844,239,3/24/2025,Fixed,No resolution details provided
27971,32782,266,,Fixed,Refunded overcharge
27972,14051,279,1/17/2024,Fixed,Fixed sync issue
27973,15753,204,6/30/2024,Pending,Refunded overcharge
27974,40553,276,7/17/2025,Fixed,No resolution details provided
27975,34599,209,,Open,Patched dashboard
27976,10128,275,3/16/2024,Pending,Processed refund
27977,35664,257,11/12/2023,Pending,Refunded overcharge
27978,13756,267,,Open,Work in progress
27979,18884,274,9/26/2024,Pending,Resolved export error
27980,36534,216,6/15/2024,Fixed,No resolution details provided
27981,18497,257,,Open,Fixed sync issue
27982,11537,298,2/14/2024,Pending,Improved load time
27983,48965,295,11/7/2024,Fixed,Debugging app crash
27984,45003,205,,Open,Enabled CSV export
27985,39573,213,8/2/2024,Fixed,Patched integration
27986,32750,242,2/2/2024,Fixed,Fixed login issue
27987,8350,238,,Open,Refunded overcharge
27988,36641,213,,Open,Waiting for engineering team
27989,16409,265,,Open,Fixed notification bug
27990,16208,202,,Open,Work in progress
27991,19173,217,8/10/2023,Fixed,Updated billing system
27992,47814,217,5/20/2025,Fixed,Improved load time
27993,45781,214,2/15/2024,Fixed,Updated app version
27994,39547,224,1/29/2025,Fixed,Optimized server
27995,16030,231,,Open,Waiting for engineering team
27996,14022,287,3/27/2024,Pending,Fixed notification bug
27997,19933,255,,Open,Enabled CSV export
27998,44263,262,,Open,Work in progress
27999,23757,226,8/20/2023,Pending,Waiting for engineering team
28000,27581,227,1/31/2024,Fixed,Patched dashboard
28001,8778,268,7/7/2024,Pending,
28002,16200,230,,Open,Updated app version
28003,18709,244,,Open,Fixed sync issue
28004,39120,265,,Open,Restored notification delivery
28005,3814,256,6/24/2024,Pending,Processed refund
28006,38337,290,4/27/2024,Fixed,Improved load time
28007,36221,293,,Open,Investigating delay
28008,3853,212,10/22/2024,Fixed,Updated billing system
28009,41135,212,11/23/2024,Pending,Debugging app crash
28010,35156,252,,Open,Optimized server
28011,28753,215,10/26/2023,Fixed,No resolution details provided
28012,41595,225,,Open,Work in progress
28013,33094,240,2/21/2025,Pending,
28014,15534,226,,Open,Updated app version
28015,41199,287,,Open,Debugging app crash
28016,14526,209,8/27/2023,Fixed,Updated app version
28017,3545,244,11/16/2023,Fixed,Debugging app crash
28018,15076,244,10/8/2024,Fixed,Fixed login issue
28019,33429,285,10/24/2024,Fixed,Patched dashboard
28020,47306,241,,Open,Patched integration
28021,9316,262,6/28/2024,Fixed,Fixed sync issue
28022,36757,241,,Open,Waiting for engineering team
28023,11200,218,,Open,Patched integration
28024,14127,201,9/26/2024,Pending,Fixed sync issue
28025,34331,236,8/9/2024,Fixed,No resolution details provided
28026,16457,205,3/18/2024,Fixed,Updated billing system
28027,21609,234,5/5/2024,Pending,Waiting for engineering team
28028,1939,232,11/9/2023,Pending,Investigating delay
28029,7682,287,7/5/2025,Pending,
28030,15949,207,,Open,Investigating delay
28031,36931,242,10/26/2024,Fixed,Processed refund
28032,605,222,,Open,Work in progress
28033,42746,202,,Open,Patched integration
28034,32788,227,5/15/2025,Fixed,Improved load time
28035,4789,242,7/27/2023,Fixed,No resolution details provided
28036,32150,249,3/28/2025,Fixed,Refunded overcharge
28037,22861,265,,Open,Work in progress
28038,21750,232,3/25/2025,Fixed,No resolution details provided
28039,9862,295,1/3/2025,Pending,Patched dashboard
28040,4065,254,3/31/2025,Fixed,No resolution details provided
28041,1526,205,9/10/2024,Fixed,Updated billing system
28042,46616,294,10/23/2024,Fixed,No resolution details provided
28043,7525,299,4/6/2024,Fixed,Patched dashboard
28044,11627,287,,Open,Work in progress
28045,7403,256,,Open,Updated app version
28046,26172,289,5/14/2025,Fixed,Fixed export permissions
28047,16032,204,6/30/2025,Fixed,Fixed login issue
28048,43550,262,5/2/2025,Fixed,Refunded overcharge
28049,41786,285,6/19/2024,Fixed,Processed refund
28050,24048,269,,Open,Work in progress
28051,26514,228,1/9/2025,Fixed,No resolution details provided
28052,16996,283,,Open,Processed refund
28053,27524,254,9/14/2023,Fixed,Debugging app crash
28054,12239,252,6/9/2024,Fixed,No resolution details provided
28055,21184,225,,Open,Work in progress
28056,35565,233,4/18/2025,Pending,Fixed sync issue
28057,35305,287,3/27/2024,Fixed,Debugging app crash
28058,8238,261,,Open,Work in progress
28059,36953,229,,Open,Fixed notification bug
28060,31279,271,5/5/2024,Pending,
28061,48413,259,,Open,Updated billing system
28062,16466,202,,Open,Work in progress
28063,47079,236,,Open,Updated billing system
28064,4935,206,6/25/2024,Pending,
28065,4542,276,7/31/2024,Pending,Improved load time
28066,12159,216,6/8/2025,Pending,Debugging app crash
28067,26472,273,9/26/2023,Fixed,Waiting for engineering team
28068,16456,236,,Open,Optimized server
28069,41740,283,,Open,Work in progress
28070,41720,292,,Open,Processed refund
28071,33732,201,,Open,Work in progress
28072,9550,261,10/5/2024,Pending,Improved load time
28073,44270,289,,Open,Work in progress
28074,40663,232,2/17/2025,Pending,Debugging app crash
28075,49573,216,1/6/2024,Fixed,Waiting for engineering team
28076,12467,221,,Open,Refunded overcharge
28077,21540,289,12/21/2024,Fixed,No resolution details provided
28078,37472,226,,Open,Updated app version
28079,23666,230,10/16/2024,Fixed,Optimized server
28080,44915,276,,Open,Updated biling system
28081,40159,270,11/18/2024,Fixed,No resolution details provided
28082,24059,238,5/16/2025,Pending,Fixed login issue
28083,18495,242,1/28/2024,Fixed,Optimized server
28084,45609,207,12/27/2023,Pending,Processed refund
28085,36266,255,8/12/2023,Fixed,Updated billing system
28086,18659,297,,Open,Processed refund
28087,34437,220,,Open,Improved load time
28088,14964,217,9/12/2023,Fixed,No resolution details provided
28089,3424,278,8/30/2024,Pending,Fixed login issue
28090,8978,251,12/24/2024,Fixed,Waiting for engineering team
28091,25709,299,,Open,Work in progress
28092,30063,234,7/30/2023,Fixed,Patched integration
28093,20927,219,,Open,Waiting for engineering team
28094,2008,219,1/25/2025,Fixed,Processed refund
28095,34306,275,2/20/2025,Pending,
28096,29518,249,4/15/2024,Fixed,Improved load time
28097,35962,273,,Fixed,Improved load time
28098,35127,233,10/15/2023,Fixed,Processed refund
28099,37715,292,12/17/2024,Fixed,No resolution details provided
28100,42666,251,,Open,Patched dashboard
28101,23998,210,4/21/2024,Pending,
28102,36252,291,,Open,Fixed sync issue
28103,19892,216,9/30/2024,Fixed,Waiting for engineering team
28104,26668,263,2/20/2025,Fixed,No resolution details provided
28105,8581,284,,Open,Updated billing system
28106,13542,201,,Open,Waiting for engineering team
28107,25643,210,3/30/2025,Fixed,Updated app version
28108,22531,264,1/18/2024,Fixed,No resolution details provided
28109,25194,287,4/8/2025,Fixed,No resolution details provided
28110,18274,205,5/13/2025,Fixed,Patched dashboard
28111,35134,261,,Open,Processed refund
28112,6278,275,12/26/2023,Fixed,Patched integration
28113,28686,251,,Open,Work in progress
28114,49168,275,12/2/2023,Fixed,Refunded overcharge
28115,47277,228,12/30/2024,Pending,Processed refund
28116,18184,264,11/12/2024,Fixed,Waiting for engineering team
28117,17504,267,,Open,Fixed sync issue
28118,18370,281,,Open,Patched dashboard
28119,28669,267,,Open,Work in progress
28120,10885,263,,Open,Updated app version
28121,45393,265,,Open,Work in progress
28122,21122,206,6/28/2024,Fixed,Waiting for engineering team
28123,24947,227,,Open,Work in progress
28124,16356,292,7/17/2024,Fixed,Waiting for engineering team
28125,11844,244,11/28/2023,Fixed,Fixed login issue
28126,17944,220,,Open,Work in progress
28127,8081,266,10/13/2024,Fixed,No resolution details provided
28128,25969,217,12/10/2023,Fixed,Fixed sync issue
28129,26919,263,,Open,Debugging app crash
28130,13091,238,3/6/2024,Fixed,Optimized server
28131,18863,215,,Open,Work in progress
28132,20649,206,12/4/2024,Fixed,No resolution details provided
28133,15772,250,4/11/2025,Pending,Fixed export permissions
28134,13513,212,3/16/2024,Fixed,Fixed sync issue
28135,4716,257,,Open,Processed refund
28136,32840,300,4/17/2024,Fixed,Fixed login issue
28137,15419,281,,Open,Fixed login issue
28138,21413,216,6/7/2025,Fixed,Refunded overcharge
28139,14290,300,,Open,Processed refund
28140,12932,206,,Open,Fixed sync issue
28141,46328,231,7/14/2025,Fixed,No resolution details provided
28142,14469,289,1/5/2025,Pending,Patched integration
28143,41732,209,,Open,Resolved export error
28144,6599,259,9/14/2024,Fixed,Enabled CSV export
28145,45102,293,,Open,Fixed login issue
28146,19065,202,,Open,Processed refund
28147,34672,294,4/25/2024,Fixed,No resolution details provided
28148,21539,282,,Open,Fixed login issue
28149,38353,229,7/17/2024,Fixed,Patched dashboard
28150,5766,226,8/23/2024,Fixed,Updated billing system
28151,27827,295,2/6/2025,Fixed,No resolution details provided
28152,41362,265,,Open,Updated billing system
28153,15215,297,5/31/2024,Fixed,No resolution details provided
28154,30103,266,1/20/2025,Fixed,Resolved export error
28155,12452,295,,Open,Refunded overcharge
28156,22486,264,,Open,Waiting for engineering team
28157,22385,214,,Open,Investigating delay
28158,42066,288,5/27/2025,Fixed,Fixed sync issue
28159,18097,232,5/5/2025,Fixed,No resolution details provided
28160,3660,236,,Open,Refunded overcharge
28161,7589,298,9/11/2024,Fixed,No resolution details provided
28162,20498,297,,Open,Fixed sync issue
28163,25722,260,,Open,Waiting for engineering team
28164,16139,296,,Open,Work in progress
28165,19336,229,5/1/2025,Fixed,Fixed sync issue
28166,34176,204,,Open,Refunded overcharge
28167,11962,244,6/14/2024,Fixed,Updated app version
28168,3996,202,5/8/2024,Pending,Investigating delay
28169,21322,270,4/20/2025,Fixed,No resolution details provided
28170,40972,267,,Pending,Patched dashboard
28171,41800,268,,Open,Processed refund
28172,28980,293,12/5/2024,Fixed,Patched integration
28173,36784,219,6/19/2025,Fixed,Restored notification delivery
28174,40374,234,7/31/2024,Fixed,No resolution details provided
28175,34979,286,12/12/2023,Fixed,Fixed notification bug
28176,38822,231,,Open,Processed refund
28177,11945,254,,Open,Fixed notification bug
28178,16668,258,2/11/2024,Fixed,Updated billing system
28179,321,262,,Open,Updated billing system
28180,41825,203,,Open,Work in progress
28181,12444,247,,Open,Optimized server
28182,45883,206,,Open,Work in progress
28183,45442,233,,Open,Work in progress
28184,29418,230,5/3/2025,Fixed,Waiting for engineering team
28185,4923,278,4/28/2025,Fixed,Fixed sync issue
28186,33940,283,2/7/2024,Fixed,No resolution details provided
28187,9719,205,9/7/2024,Fixed,No resolution details provided
28188,45038,248,4/23/2025,Fixed,Enabled CSV export
28189,3320,295,,Open,Fixed login issue
28190,15830,276,3/6/2025,Fixed,No resolution details provided
28191,12219,268,,Open,Updated app version
28192,24578,240,12/8/2023,Fixed,No resolution details provided
28193,22733,266,1/24/2025,Fixed,Fixed login issue
28194,32584,221,,Open,Enabled CSV export
28195,32541,270,7/4/2025,Fixed,Optimized server
28196,21127,215,2/6/2024,Fixed,Debugging app crash
28197,10301,239,12/15/2024,Fixed,No resolution details provided
28198,21465,249,2/8/2025,Pending,Fixed export permissions
28199,1033,263,10/9/2024,Fixed,No resolution details provided
28200,25899,231,12/1/2024,Fixed,Debugging app crash
28201,11771,255,,Open,Updated app version
28202,37601,275,,Open,Improved load time
28203,29770,277,7/13/2025,Pending,
28204,42181,294,,Open,Refunded overcharge
28205,14225,220,,Open,Patched dashboard
28206,41759,203,,Open,Work in progress
28207,46544,251,8/9/2024,Fixed,No resolution details provided
28208,2406,237,12/25/2023,Fixed,No resolution details provided
28209,34116,214,,Open,Optimized server
28210,45618,293,3/1/2025,Fixed,Updated biling system
28211,30133,287,6/28/2024,Fixed,Updated app version
28212,31364,270,1/16/2025,Pending,Processed refund
28213,14027,290,6/20/2024,Pending,Processed refund
28214,8127,293,,Open,Refunded overcharge
28215,8090,220,11/18/2023,Fixed,Updated biling system
28216,11381,231,4/3/2024,Fixed,Debugging app crash
28217,9718,298,4/7/2025,Fixed,No resolution details provided
28218,19756,212,1/5/2025,Pending,Updated app version
28219,38763,266,10/15/2024,Pending,Refunded overcharge
28220,17261,212,,Open,Work in progress
28221,26697,265,12/29/2023,Fixed,Debugging app crash
28222,16845,295,,Open,Processed refund
28223,10701,235,9/20/2023,Pending,Updated app version
28224,12440,274,7/22/2024,Fixed,Patched dashboard
28225,49813,292,4/4/2024,Fixed,No resolution details provided
28226,34250,285,1/25/2025,Fixed,Waiting for engineering team
28227,42647,271,9/30/2023,Pending,
28228,1017,211,1/21/2025,Fixed,No resolution details provided
28229,5390,298,,Open,Optimized server
28230,10851,208,10/11/2024,Pending,Debugging app crash
28231,47873,296,,Open,Work in progress
28232,15976,260,,Open,Work in progress
28233,28616,214,7/24/2023,Fixed,Debugging app crash
28234,34851,222,12/18/2023,Fixed,No resolution details provided
28235,19811,258,8/6/2023,Fixed,Optimized server
28236,31577,267,11/24/2024,Fixed,Updated billing system
28237,16473,212,10/16/2024,Pending,Updated billing system
28238,28182,271,12/25/2023,Fixed,Processed refund
28239,34097,246,1/11/2025,Fixed,Fixed sync issue
28240,46306,249,,Open,Updated billing system
28241,34916,220,10/28/2023,Fixed,No resolution details provided
28242,24003,255,1/1/2024,Fixed,Patched integration
28243,26369,279,2/17/2024,Fixed,Processed refund
28244,37173,241,,Open,Work in progress
28245,46694,261,11/26/2023,Pending,Fixed sync issue
28246,11309,270,,Open,Work in progress
28247,22074,272,,Open,Updated billing system
28248,24275,283,12/1/2023,Fixed,Refunded overcharge
28249,5000,223,,Open,Work in progress
28250,39393,222,2/14/2025,Fixed,Patched dashboard
28251,9249,274,,Open,Processed refund
28252,28555,291,6/21/2025,Fixed,Restored notification delivery
28253,48333,206,,Open,Processed refund
28254,45870,201,,Open,Fixed sync issue
28255,32730,249,5/15/2024,Fixed,Patched dashboard
28256,26691,253,,Open,Work in progress
28257,22465,252,,Open,Updated app version
28258,27370,229,8/24/2024,Fixed,Investigating delay
28259,27639,290,3/23/2025,Pending,
28260,33877,300,,Open,Work in progress
28261,14425,241,6/2/2024,Fixed,No resolution details provided
28262,10869,273,10/25/2024,Pending,Patched integration
28263,7489,210,,Open,Work in progress
28264,26859,213,4/12/2025,Fixed,Refunded overcharge
28265,3380,208,3/23/2025,Fixed,No resolution details provided
28266,40021,287,,Open,Updated billing system
28267,49823,242,1/17/2024,Fixed,No resolution details provided
28268,6065,218,8/12/2023,Pending,
28269,25946,279,4/4/2024,Pending,Patched integration
28270,7067,244,5/11/2025,Fixed,Patched integration
28271,48817,214,,Open,Refunded overcharge
28272,42814,280,12/1/2023,Fixed,No resolution details provided
28273,6261,292,2/12/2025,Fixed,Fixed notification bug
28274,14278,209,8/27/2024,Fixed,Fixed login issue
28275,20956,263,,Open,Patched integration
28276,6461,258,4/10/2025,Fixed,Updated billing system
28277,20063,272,6/7/2025,Pending,Waiting for engineering team
28278,35133,271,5/16/2024,Pending,Processed refund
28279,39124,266,6/25/2024,Pending,
28280,24968,232,5/15/2024,Fixed,Fixed sync issue
28281,48468,277,,Open,Waiting for engineering team
28282,47177,209,,Open,Optimized server
28283,46763,294,,Open,Work in progress
28284,22415,273,,Open,Processed refund
28285,46458,257,9/25/2023,Fixed,No resolution details provided
28286,41719,295,6/27/2024,Fixed,No resolution details provided
28287,16740,256,6/18/2024,Fixed,Debugging app crash
28288,9539,229,,Open,Optimized server
28289,19823,248,,Open,Processed refund
28290,6814,282,3/4/2024,Fixed,Waiting for engineering team
